part_name,part_number,quantity,material_type,material_grade,material_thickness,finish,cut_len_in,num_cuts,mat_use_sqin,sheet_area_sqin,surf_area_sqin,volume_in3,length_in,thickness,source_file,part_id,price_per_part
Cube002,25-09-716-373,1,Aluminum,6061-T6,0.187,No Deburring,220,1,1000,1000,2220,1000,100,1,Aluminum_6061_T6_0p187_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,219.2
Cube001,25-09-912-645,1,Aluminum,6061-T6,0.187,No Deburring,120,1,500,500,1120,500,50,1,Aluminum_6061_T6_0p187_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,116.87
Cube003,25-09-225-627,1,Aluminum,6061-T6,0.25,Deburred,320,1,1500,1500,3320,1500,150,1,Aluminum_6061_T6_0p250_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,425.53
Cube,25-09-242-078,1,Aluminum,6061-T6,0.25,Deburred,40,1,100,100,240,100,10,1,Aluminum_6061_T6_0p250_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,45.15
Cube005,25-09-250-860,1,Aluminum,6061-T6,0.25,Deburred,1020,1,5000,5000,11020,5000,500,1,Aluminum_6061_T6_0p250_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1263.55
Cube004,25-09-292-390,1,Aluminum,6061-T6,0.25,Deburred,420,1,2000,2000,4420,2000,200,1,Aluminum_6061_T6_0p250_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,551.99
Cube002,25-09-716-373,1,Aluminum,6061-T6,0.25,Deburred,220,1,1000,1000,2220,1000,100,1,Aluminum_6061_T6_0p250_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,293.48
Cube001,25-09-912-645,1,Aluminum,6061-T6,0.25,Deburred,120,1,500,500,1120,500,50,1,Aluminum_6061_T6_0p250_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,155.83
Cube003,25-09-225-627,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,582.86
Cube,25-09-242-078,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,59.3
Cube005,25-09-250-860,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1778.8
Cube004,25-09-292-390,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,760.45
Cube002,25-09-716-373,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,399.67
Cube001,25-09-912-645,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,210.89
Cube003,25-09-225-627,1,Aluminum,6061-T6,0.25,No Deburring,320,1,1500,1500,3320,1500,150,1,Aluminum_6061_T6_0p250_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,421.89
Cube,25-09-242-078,1,Aluminum,6061-T6,0.25,No Deburring,40,1,100,100,240,100,10,1,Aluminum_6061_T6_0p250_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,43.39
Cube005,25-09-250-860,1,Aluminum,6061-T6,0.25,No Deburring,1020,1,5000,5000,11020,5000,500,1,Aluminum_6061_T6_0p250_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1255.18
Cube004,25-09-292-390,1,Aluminum,6061-T6,0.25,No Deburring,420,1,2000,2000,4420,2000,200,1,Aluminum_6061_T6_0p250_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,547.67
Cube002,25-09-716-373,1,Aluminum,6061-T6,0.25,No Deburring,220,1,1000,1000,2220,1000,100,1,Aluminum_6061_T6_0p250_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,290.51
Cube001,25-09-912-645,1,Aluminum,6061-T6,0.25,No Deburring,120,1,500,500,1120,500,50,1,Aluminum_6061_T6_0p250_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,153.53
Cube003,25-09-225-627,1,Aluminum,6061-T6,0.375,Deburred,320,1,1500,1500,3320,1500,150,1,Aluminum_6061_T6_0p375_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,649.4
Cube,25-09-242-078,1,Aluminum,6061-T6,0.375,Deburred,40,1,100,100,240,100,10,1,Aluminum_6061_T6_0p375_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,64.72
Cube005,25-09-250-860,1,Aluminum,6061-T6,0.375,Deburred,1020,1,5000,5000,11020,5000,500,1,Aluminum_6061_T6_0p375_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1941.68
Cube004,25-09-292-390,1,Aluminum,6061-T6,0.375,Deburred,420,1,2000,2000,4420,2000,200,1,Aluminum_6061_T6_0p375_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,844.13
Cube002,25-09-716-373,1,Aluminum,6061-T6,0.375,Deburred,220,1,1000,1000,2220,1000,100,1,Aluminum_6061_T6_0p375_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,446.28
Cube001,25-09-912-645,1,Aluminum,6061-T6,0.375,Deburred,120,1,500,500,1120,500,50,1,Aluminum_6061_T6_0p375_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,234.77
Cube003,25-09-225-627,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,806.72
Cube,25-09-242-078,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,78.88
Cube005,25-09-250-860,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,2456.93
Cube004,25-09-292-390,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,1052.58
Cube002,25-09-716-373,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,552.47
Cube001,25-09-912-645,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,289.84
Cube003,25-09-225-627,1,Aluminum,6061-T6,0.375,No Deburring,320,1,1500,1500,3320,1500,150,1,Aluminum_6061_T6_0p375_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,645.75
Cube,25-09-242-078,1,Aluminum,6061-T6,0.375,No Deburring,40,1,100,100,240,100,10,1,Aluminum_6061_T6_0p375_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,62.97
Cube005,25-09-250-860,1,Aluminum,6061-T6,0.375,No Deburring,1020,1,5000,5000,11020,5000,500,1,Aluminum_6061_T6_0p375_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1933.31
Cube004,25-09-292-390,1,Aluminum,6061-T6,0.375,No Deburring,420,1,2000,2000,4420,2000,200,1,Aluminum_6061_T6_0p375_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,839.81
Cube002,25-09-716-373,1,Aluminum,6061-T6,0.375,No Deburring,220,1,1000,1000,2220,1000,100,1,Aluminum_6061_T6_0p375_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,443.31
Cube001,25-09-912-645,1,Aluminum,6061-T6,0.375,No Deburring,120,1,500,500,1120,500,50,1,Aluminum_6061_T6_0p375_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,232.48
Cube003,25-09-225-627,1,Aluminum,7075-T6,0.125,Deburred,320,1,1500,1500,3320,1500,150,1,Aluminum_7075_T6_0p125_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,301.32
Cube,25-09-242-078,1,Aluminum,7075-T6,0.125,Deburred,40,1,100,100,240,100,10,1,Aluminum_7075_T6_0p125_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,33.86
Cube005,25-09-250-860,1,Aluminum,7075-T6,0.125,Deburred,1020,1,5000,5000,11020,5000,500,1,Aluminum_7075_T6_0p125_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,885.28
Cube004,25-09-292-390,1,Aluminum,7075-T6,0.125,Deburred,420,1,2000,2000,4420,2000,200,1,Aluminum_7075_T6_0p125_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,389.8
Cube002,25-09-716-373,1,Aluminum,7075-T6,0.125,Deburred,220,1,1000,1000,2220,1000,100,1,Aluminum_7075_T6_0p125_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,208.65
Cube001,25-09-912-645,1,Aluminum,7075-T6,0.125,Deburred,120,1,500,500,1120,500,50,1,Aluminum_7075_T6_0p125_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,111.78
Cube003,25-09-225-627,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,458.65
Cube,25-09-242-078,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,48.01
Cube005,25-09-250-860,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1400.53
Cube004,25-09-292-390,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,598.26
Cube002,25-09-716-373,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,314.84
Cube001,25-09-912-645,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,166.84
Cube003,25-09-225-627,1,Aluminum,7075-T6,0.125,No Deburring,320,1,1500,1500,3320,1500,150,1,Aluminum_7075_T6_0p125_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,297.68
Cube,25-09-242-078,1,Aluminum,7075-T6,0.125,No Deburring,40,1,100,100,240,100,10,1,Aluminum_7075_T6_0p125_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,32.1
Cube005,25-09-250-860,1,Aluminum,7075-T6,0.125,No Deburring,1020,1,5000,5000,11020,5000,500,1,Aluminum_7075_T6_0p125_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,876.91
Cube004,25-09-292-390,1,Aluminum,7075-T6,0.125,No Deburring,420,1,2000,2000,4420,2000,200,1,Aluminum_7075_T6_0p125_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,385.48
Cube002,25-09-716-373,1,Aluminum,7075-T6,0.125,No Deburring,220,1,1000,1000,2220,1000,100,1,Aluminum_7075_T6_0p125_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,205.68
Cube001,25-09-912-645,1,Aluminum,7075-T6,0.125,No Deburring,120,1,500,500,1120,500,50,1,Aluminum_7075_T6_0p125_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,109.48
Cube003,25-09-225-627,1,Aluminum,7075-T6,0.25,Deburred,320,1,1500,1500,3320,1500,150,1,Aluminum_7075_T6_0p250_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,613.97
Cube,25-09-242-078,1,Aluminum,7075-T6,0.25,Deburred,40,1,100,100,240,100,10,1,Aluminum_7075_T6_0p250_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,60.22
Cube005,25-09-250-860,1,Aluminum,7075-T6,0.25,Deburred,1020,1,5000,5000,11020,5000,500,1,Aluminum_7075_T6_0p250_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1828.94
Cube004,25-09-292-390,1,Aluminum,7075-T6,0.25,Deburred,420,1,2000,2000,4420,2000,200,1,Aluminum_7075_T6_0p250_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,797.65
Cube002,25-09-716-373,1,Aluminum,7075-T6,0.25,Deburred,220,1,1000,1000,2220,1000,100,1,Aluminum_7075_T6_0p250_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,421.9
Cube001,25-09-912-645,1,Aluminum,7075-T6,0.25,Deburred,120,1,500,500,1120,500,50,1,Aluminum_7075_T6_0p250_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,221.44
Cube003,25-09-225-627,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,771.3
Cube,25-09-242-078,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,74.38
Cube005,25-09-250-860,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,2344.19
Cube004,25-09-292-390,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,1006.11
Cube002,25-09-716-373,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,528.09
Cube001,25-09-912-645,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,276.5
Cube003,25-09-225-627,1,Aluminum,7075-T6,0.25,No Deburring,320,1,1500,1500,3320,1500,150,1,Aluminum_7075_T6_0p250_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,610.33
Cube,25-09-242-078,1,Aluminum,7075-T6,0.25,No Deburring,40,1,100,100,240,100,10,1,Aluminum_7075_T6_0p250_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,58.47
Cube005,25-09-250-860,1,Aluminum,7075-T6,0.25,No Deburring,1020,1,5000,5000,11020,5000,500,1,Aluminum_7075_T6_0p250_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1820.57
Cube004,25-09-292-390,1,Aluminum,7075-T6,0.25,No Deburring,420,1,2000,2000,4420,2000,200,1,Aluminum_7075_T6_0p250_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,793.33
Cube002,25-09-716-373,1,Aluminum,7075-T6,0.25,No Deburring,220,1,1000,1000,2220,1000,100,1,Aluminum_7075_T6_0p250_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,418.93
Cube001,25-09-912-645,1,Aluminum,7075-T6,0.25,No Deburring,120,1,500,500,1120,500,50,1,Aluminum_7075_T6_0p250_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,219.14
Cube003,25-09-225-627,1,Galvanized Steel,G90,0.048,Deburred,320,1,1500,1500,3320,1500,150,1,Galvanized_Steel_G90_0p048_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,90.36
Cube,25-09-242-078,1,Galvanized Steel,G90,0.048,Deburred,40,1,100,100,240,100,10,1,Galvanized_Steel_G90_0p048_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,16.9
Cube005,25-09-250-860,1,Galvanized Steel,G90,0.048,Deburred,1020,1,5000,5000,11020,5000,500,1,Galvanized_Steel_G90_0p048_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,252.02
Cube004,25-09-292-390,1,Galvanized Steel,G90,0.048,Deburred,420,1,2000,2000,4420,2000,200,1,Galvanized_Steel_G90_0p048_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,114.77
Cube002,25-09-716-373,1,Galvanized Steel,G90,0.048,Deburred,220,1,1000,1000,2220,1000,100,1,Galvanized_Steel_G90_0p048_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,64.86
Cube001,25-09-912-645,1,Galvanized Steel,G90,0.048,Deburred,120,1,500,500,1120,500,50,1,Galvanized_Steel_G90_0p048_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,38.28
Cube003,25-09-225-627,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,247.69
Cube,25-09-242-078,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,31.06
Cube005,25-09-250-860,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,767.27
Cube004,25-09-292-390,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,323.22
Cube002,25-09-716-373,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,171.06
Cube001,25-09-912-645,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,93.34
Cube003,25-09-225-627,1,Galvanized Steel,G90,0.048,No Deburring,320,1,1500,1500,3320,1500,150,1,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,86.71
Cube,25-09-242-078,1,Galvanized Steel,G90,0.048,No Deburring,40,1,100,100,240,100,10,1,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,15.14
Cube005,25-09-250-860,1,Galvanized Steel,G90,0.048,No Deburring,1020,1,5000,5000,11020,5000,500,1,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,243.65
Cube004,25-09-292-390,1,Galvanized Steel,G90,0.048,No Deburring,420,1,2000,2000,4420,2000,200,1,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,110.45
Cube002,25-09-716-373,1,Galvanized Steel,G90,0.048,No Deburring,220,1,1000,1000,2220,1000,100,1,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,61.89
Cube001,25-09-912-645,1,Galvanized Steel,G90,0.048,No Deburring,120,1,500,500,1120,500,50,1,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,35.98
Cube003,25-09-225-627,1,Galvanized Steel,G90,0.059,Deburred,320,1,1500,1500,3320,1500,150,1,Galvanized_Steel_G90_0p059_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,107.67
Cube,25-09-242-078,1,Galvanized Steel,G90,0.059,Deburred,40,1,100,100,240,100,10,1,Galvanized_Steel_G90_0p059_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,18.31
Cube005,25-09-250-860,1,Galvanized Steel,G90,0.059,Deburred,1020,1,5000,5000,11020,5000,500,1,Galvanized_Steel_G90_0p059_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,304.06
Cube004,25-09-292-390,1,Galvanized Steel,G90,0.059,Deburred,420,1,2000,2000,4420,2000,200,1,Galvanized_Steel_G90_0p059_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,137.34
Cube002,25-09-716-373,1,Galvanized Steel,G90,0.059,Deburred,220,1,1000,1000,2220,1000,100,1,Galvanized_Steel_G90_0p059_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,76.67
Cube001,25-09-912-645,1,Galvanized Steel,G90,0.059,Deburred,120,1,500,500,1120,500,50,1,Galvanized_Steel_G90_0p059_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,44.32
Cube003,25-09-225-627,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,265.0
Cube,25-09-242-078,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,32.46
Cube005,25-09-250-860,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,819.3
Cube004,25-09-292-390,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,345.8
Cube002,25-09-716-373,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,182.86
Cube001,25-09-912-645,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,99.38
Cube003,25-09-225-627,1,Galvanized Steel,G90,0.059,No Deburring,320,1,1500,1500,3320,1500,150,1,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,104.03
Cube,25-09-242-078,1,Galvanized Steel,G90,0.059,No Deburring,40,1,100,100,240,100,10,1,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,16.55
Cube005,25-09-250-860,1,Galvanized Steel,G90,0.059,No Deburring,1020,1,5000,5000,11020,5000,500,1,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,295.69
Cube004,25-09-292-390,1,Galvanized Steel,G90,0.059,No Deburring,420,1,2000,2000,4420,2000,200,1,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,133.02
Cube002,25-09-716-373,1,Galvanized Steel,G90,0.059,No Deburring,220,1,1000,1000,2220,1000,100,1,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,73.7
Cube001,25-09-912-645,1,Galvanized Steel,G90,0.059,No Deburring,120,1,500,500,1120,500,50,1,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,42.02
Cube003,25-09-225-627,1,Galvanized Steel,G90,0.074,Deburred,320,1,1500,1500,3320,1500,150,1,Galvanized_Steel_G90_0p074_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,131.47
Cube,25-09-242-078,1,Galvanized Steel,G90,0.074,Deburred,40,1,100,100,240,100,10,1,Galvanized_Steel_G90_0p074_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,20.25
Cube005,25-09-250-860,1,Galvanized Steel,G90,0.074,Deburred,1020,1,5000,5000,11020,5000,500,1,Galvanized_Steel_G90_0p074_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,375.63
Cube004,25-09-292-390,1,Galvanized Steel,G90,0.074,Deburred,420,1,2000,2000,4420,2000,200,1,Galvanized_Steel_G90_0p074_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,168.38
Cube002,25-09-716-373,1,Galvanized Steel,G90,0.074,Deburred,220,1,1000,1000,2220,1000,100,1,Galvanized_Steel_G90_0p074_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,92.89
Cube001,25-09-912-645,1,Galvanized Steel,G90,0.074,Deburred,120,1,500,500,1120,500,50,1,Galvanized_Steel_G90_0p074_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,52.63
Cube003,25-09-225-627,1,Galvanized Steel,G90,0.074,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Galvanized_Steel_G90_0p074_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,288.8
Cube,25-09-242-078,1,Galvanized Steel,G90,0.074,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Galvanized_Steel_G90_0p074_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,34.41
Cube005,25-09-250-860,1,Galvanized Steel,G90,0.074,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Galvanized_Steel_G90_0p074_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,890.87
